AccusedMasterID,CaseMasterID,AccusedName,AgeYear
278,171,Onkar Babu,60
1005,172,Darpan Chaudhari,54
279,172,Matthew Tripathi,45
280,172,Warjas Chad,30
281,173,Januja Rajagopal,55
1005,173,Darpan Chaudhari,34
282,174,Meghana Swaminathan,24
283,174,Anthony Ravi,45
284,174,Harita Dixit,63
285,175,Xiti Ram,26
286,176,Keya Sheth,47
287,176,Aishani Tella,21
288,177,Wakeeta Manne,63
289,178,Ekanta Upadhyay,34
1008,179,Laksh Tella,31
290,179,Yashica Sarraf,20
291,179,Advika Dhillon,33
292,180,Chatresh Kade,20
293,180,Krish Pandit,34
294,181,Nirja Sheth,30
295,181,Aayush Balakrishnan,47
296,182,Aarna Subramanian,21
297,182,Bahadurjit Brar,24
298,182,Wishi Krishnamurthy,18
299,183,Rachit Kapadia,64
300,183,Vidhi Mandal,55
301,184,Upadhriti Kala,32
302,184,Yashoda Sanghvi,51
1007,184,Max Nadig,64
303,185,Nisha Nadkarni,58
304,186,Eesha Toor,35
1005,186,Darpan Chaudhari,28
305,187,Gopal Arora,19
306,187,Madhav Krishna,40
307,188,Ranbir Ganesh,65
308,188,Balvan Tailor,53
309,189,Unnati Radhakrishnan,58
310,189,Hritik Dara,49
311,190,Ayaan Borah,52
312,190,Aadi Bassi,21
1005,190,Darpan Chaudhari,58
313,191,Jatin Gour,43
314,191,Ayush Taneja,47
315,192,Mitesh Muni,41
316,192,Benjamin Parmar,40
317,193,Pavani Borde,43
318,193,Ryan Bera,30
319,193,Nilima Dora,63
320,194,Xiti Bahri,46
321,194,Sathvik Hari,47
322,195,Naveen Madan,22
323,196,Jack Vig,32
324,197,Nidra Shankar,42
325,197,Qarin Dalal,37
326,197,Amruta Modi,26
327,198,Teerth Dhar,43
328,199,Udant Amble,58
329,199,Chasmum Bains,38
330,200,Rachana Rao,54
331,201,Wazir Baral,36
332,201,Widisha Chadha,60
1010,202,Turvi Dalal,21
333,202,Mohini Talwar,26
334,202,Zilmil Thakur,55
335,203,Nitara Mandal,46
336,204,Michael Bawa,61
337,204,Gauri Chandra,65
338,205,Adweta Bajwa,33
1008,205,Laksh Tella,59
339,206,Vrishti Bail,34
340,206,Vedant Puri,26
341,207,Xalak Samra,20
342,207,Jeevika Ranganathan,43
343,208,Vrishti Sood,50
344,209,Aarush Bawa,46
345,209,Christopher Vig,44
346,209,Yagnesh Kara,31
347,210,Wahab Batta,30
348,210,Anika Bobal,37
349,211,Dayamai Goswami,51
1002,212,Victor Dutt,49
1007,212,Max Nadig,28
350,213,Rachit Warrior,61
351,214,Sai Chanda,21
352,214,Wahab Menon,50
353,214,Ucchal Dora,54
354,215,Kiaan Oommen,57
355,216,Champak Kothari,48
356,216,Jai Sachdev,29
357,217,Nitara Loke,63
358,218,Yachana Basu,47
359,219,Triya Sodhi,47
1003,220,Hitesh Tara,63
360,220,Veer Ganguly,61
361,220,Siddharth Kulkarni,36
362,221,Gaurav Sundaram,49
363,222,Nidhi Shankar,40
364,222,Falguni Mitter,48
365,222,Bhavani Amble,38
366,223,Robert Behl,62
367,223,Aadhya Natarajan,42
368,223,Yatan Doctor,63
369,224,Pahal Saran,61
370,225,Gauri Chand,24
371,225,Arya Gaba,31
1003,225,Hitesh Tara,40
372,226,Ishwar Sangha,28
373,227,Ekaraj Sachar,42
374,227,Upasna Char,19
375,227,Hemani Mangat,30
1009,228,Unni Batta,63
376,228,Aashi Sethi,50
377,228,Anvi Kapadia,37
1009,229,Unni Batta,48
378,229,Benjamin Gour,57
379,229,Bhavani Shan,42
380,230,Dalaja Manda,60
381,230,Nachiket Loyal,52
382,230,Urmi Nair,65
383,231,Caleb Mann,21
384,232,Viraj Kashyap,55
385,232,Jhalak Ravi,34
1003,232,Hitesh Tara,53
386,233,Anthony Raju,65
1003,233,Hitesh Tara,62
387,234,Parth Hayre,20
388,235,Radha Tiwari,35
389,236,Charles Natt,43
390,236,Harshil De,47
1007,236,Max Nadig,31
391,237,Akshay Sarma,30
392,238,Oeshi Mohan,23
393,239,Neha Dua,54
394,239,Oliver Mammen,21
395,239,Yashasvi Solanki,30
396,240,Kamya Gour,31
397,240,Udant Sami,33
398,241,Abeer Nori,35
1001,241,Farhan Memon,28
399,241,Ayushman Dhingra,24
400,242,Wazir Vasa,52
401,242,Varenya Mannan,43
402,242,Vinaya Ramaswamy,18
403,243,Nathaniel Kunda,58
404,244,Jacob Chauhan,18
405,244,Wriddhish Subramanian,38
406,245,Darika Kant,46
407,246,Sanaya De,58
408,247,Harita Nanda,48
409,247,Ubika Banerjee,18
410,247,Gauri Chand,18
411,248,Hemani Bhavsar,32
412,248,Logan Yadav,54
413,249,Logan Sarna,35
414,249,Chandresh Lala,43
415,250,Bhavika Barad,40
416,250,Girindra Rastogi,20
417,250,Maanav Shetty,51
418,251,Barkha Walla,20
419,251,Sneha Gour,42
420,252,Anika Mutti,33
421,252,Chakrika Kale,54
422,252,Hamsini Kade,32
423,253,Jeevika Lalla,50
424,253,Aadi Rao,18
425,254,Jhalak Kant,43
426,255,Amaira Thaker,39
427,256,Jacob Bali,53
428,256,Vedant Bir,64
429,256,Neel Sankaran,23
430,257,Nidhi Ramesh,63
431,257,Janani Atwal,56
432,258,Forum Rattan,56
1001,259,Farhan Memon,18
433,259,Rudra Bal,25
434,260,Oeshi Bansal,54
435,260,Turvi Barman,29
436,261,Wahab Nagy,54
437,261,Rachita Krishnan,47
438,262,Warinder Sangha,22
1003,262,Hitesh Tara,30
1002,262,Victor Dutt,46
439,263,Daksha Varty,46
440,264,Advaith Mahajan,20
441,264,Yadavi Sant,47
442,264,Dominic Korpal,56
443,265,Imaran Saha,57
444,265,Jatin Varughese,47
445,265,Jairaj Vasa,65
446,266,Abdul Contractor,31
447,266,Nidra Nayar,32
448,266,Fiyaz Krishnamurthy,34
449,267,Charan Cheema,37
450,267,Varsha Mishra,47
451,268,Bina Kala,33
452,268,Ekapad Shere,54
453,268,Chandran Pingle,32
1005,269,Darpan Chaudhari,31
454,269,Bakhshi Rau,46
455,270,Kashish Tandon,44
1004,270,Harrison Mukherjee,43
456,270,Udant Madan,33
457,271,Jhalak Misra,49
458,271,Advay Sandhu,38
459,271,Vyanjana Nagar,62
460,272,Warjas Banik,53
461,272,Quincy Kaur,56
462,273,Barkha Tak,51
463,273,Rachana Trivedi,43
464,273,Chanchal Yohannan,42
465,274,Dayamai Chandran,26
466,275,Ekantika Mani,59
467,275,Januja Varkey,55
468,275,Advaith Rai,31
1010,276,Turvi Dalal,50
469,277,Samuel Dhar,52
470,277,Yauvani Ramakrishnan,29
1010,277,Turvi Dalal,46
471,278,Sanya Parekh,62
472,278,Warhi Dewan,31
473,278,Raagini Narain,54
474,279,Guneet Shanker,59
1009,279,Unni Batta,65
475,279,Rohan Apte,54
476,280,Balveer Sandhu,22
477,280,Chanchal Jain,46
478,281,Anamika Shankar,60
479,281,Gauri Chahal,61
480,281,Sanya Natt,50
481,282,Ranveer Choudhury,48
482,282,Indira Hayer,60
483,282,Samesh Gokhale,60
484,283,Jackson Dutt,32
485,284,Benjamin Kota,20
486,285,Abha Gill,41
1001,286,Farhan Memon,26
487,287,Lucky Shah,25
488,288,Zayyan Chana,60
489,289,Niharika Chada,41
490,289,Bhavna Mann,26
491,290,Alka Iyengar,44
492,290,Theodore Chander,60
493,290,Bhavini Verma,19
494,291,Nidhi Sarraf,39
495,291,Urvi Mannan,47
496,291,Joshua Gupta,21
497,292,Gavin Kumer,52
498,292,Arya Korpal,49
499,293,Jatin Dada,31
500,293,Rachana Tripathi,46
501,294,Champak Kumer,25
1004,294,Harrison Mukherjee,43
502,294,Avni Khare,43
503,295,Balveer Mangat,20
504,295,Reyansh Upadhyay,45
505,295,Eshana Keer,29
506,296,Vrinda Dada,23
507,296,Eta Bumb,59
508,296,Isaac Sami,19
1008,297,Laksh Tella,48
509,297,Nirja Pingle,39
510,298,Akshay Ramaswamy,31
511,299,Timothy Malhotra,53
512,299,Radhika Karan,18
1010,300,Turvi Dalal,30
513,300,Raagini Chacko,64
514,301,Finn Warrior,64
515,301,Harrison Prashad,57
516,302,Lavanya Aggarwal,18
517,302,Varenya Lalla,34
518,303,Mahika Dass,28
1009,304,Unni Batta,55
1002,305,Victor Dutt,35
519,305,Aadhya Sheth,37
520,306,Lopa Narain,19
521,306,Vyanjana Bose,56
522,307,Bahadurjit Sastry,38
523,307,Tanmayi Pandya,57
524,307,Liam Koshy,49
525,308,Nitara Tata,19
526,308,Nitara Nigam,42
527,309,Wriddhish Mand,30
1001,310,Farhan Memon,58
1002,310,Victor Dutt,44
528,311,Kamya Sekhon,55
529,311,Nicholas Cheema,65
530,311,Chandresh Kalla,52
531,312,Ishita Agrawal,46
532,313,Lila Chahal,45
533,314,Vedhika Kala,36
534,314,Anay Dey,34
535,315,Vasudha Karan,46
536,315,Thomas Patla,30
537,315,Urvi Soni,58
538,316,Unnati Thaker,62
539,317,Zilmil Pingle,34
540,317,Ekta Kant,19
541,318,Gunbir Tandon,59
542,318,Urvashi Bumb,28
543,319,Nirja Jayaraman,60
544,320,Jalsa Sidhu,41
1008,321,Laksh Tella,44
545,322,Nicholas Sibal,50
546,323,Edhitha Sastry,30
547,324,Turvi Dora,55
548,325,Bina Ravi,49
1009,325,Unni Batta,30
549,326,Samarth Khare,23
550,326,Aryan Sood,48
551,326,Samuel Murthy,23
552,327,Viraj Jain,58
553,328,Bahadurjit Borah,65
554,328,Umang Subramanian,25
1006,328,Mekhala Nayar,22
555,329,Deepa Mukhopadhyay,27
556,330,Falan Munshi,44
557,330,Aarnav Setty,43
558,331,Varenya Datta,48
559,332,Tanay Morar,39
1009,333,Unni Batta,29
560,333,Champak Goel,23
561,333,Alexander Lalla,38
1009,334,Unni Batta,22
562,334,Sanaya Aurora,31
563,335,Nidhi Kamdar,48
564,336,Wridesh Kadakia,55
1002,337,Victor Dutt,53
565,337,Yashawini Agate,65
566,338,Zayyan Bhagat,61
1010,338,Turvi Dalal,38
567,338,Bakhshi Batra,52
568,339,Girindra Mitter,54
569,340,Eshana Tella,65
570,341,Ryan Kale,54
1004,341,Harrison Mukherjee,26
571,342,Amara Dave,56
572,342,Qadim Kaul,42
573,342,Yauvani Peri,28
574,343,Bhavna Rattan,49
575,343,Caleb Wadhwa,33
576,343,Dakshesh Sagar,24
577,344,Pooja Dhingra,23
578,344,Kamya Kibe,44
579,344,Damini Chakraborty,36
580,345,Diya Sekhon,52
581,346,Parth Venkatesh,27
582,346,Warda Thakur,44
583,347,Jason Dass,20
1006,347,Mekhala Nayar,23
1005,347,Darpan Chaudhari,57
584,348,Damini Contractor,44
585,349,Yashodhara Banik,59
586,349,Zayan Khosla,28
1005,350,Darpan Chaudhari,60
587,350,Chasmum Dube,22
588,350,Yash Chaudhari,48
589,351,Girish Ravi,18
1001,351,Farhan Memon,24
590,352,Azaan Mitra,56
591,352,Warda Kapoor,44
592,352,Garima Wagle,60
1008,353,Laksh Tella,61
593,353,Ikshita Shere,51
594,354,Nitesh Sem,52
595,355,Libni Bir,64
596,355,Priya Ben,64
597,356,Hemang Bhat,19
598,356,Jagrati Chopra,22
599,356,Zilmil Varghese,22
600,357,Maanas Mangal,35
601,357,Jagrati Issac,43
602,358,Janya Loyal,64
603,358,Dalaja Krishna,53
604,359,Krishna Handa,34
1009,359,Unni Batta,28
605,359,Aradhana Ghose,34
606,360,Tripti Thaker,28
607,361,Krishna Badal,34
608,362,Advik Acharya,65
609,362,Leela Lata,41
610,363,Christopher Balan,25
611,363,Arya Kothari,25
612,364,Sarthak Bhattacharyya,30
613,364,Vansha Lal,48
614,365,Gabriel Raval,37
615,366,Aryan Sani,27
616,367,Shravya Singh,19
617,367,Ekapad Kanda,62
618,367,Advika Madan,61
619,368,Thomas Mammen,54
620,369,Zarna Arya,65
621,369,Ekaja Kaur,39
622,370,Zashil Roy,58
623,370,Rehaan Lal,47
624,371,Fitan Bath,37
625,372,Baghyawati Wali,29
1006,373,Mekhala Nayar,27
626,373,Ojasvi Kamdar,25
627,373,Aditya Sanghvi,31
628,374,Brinda Doshi,25
629,374,Finn Dash,33
630,375,Vidhi Uppal,41
1004,375,Harrison Mukherjee,57
631,376,Yash Mall,42
1010,377,Turvi Dalal,58
632,377,Yash Mahal,36
633,378,Eta Sethi,35
1005,378,Darpan Chaudhari,48
634,378,Amrita Bal,27
635,379,Ladli Mangat,43
1002,379,Victor Dutt,25
636,380,Tanay Shan,60
1009,380,Unni Batta,18
637,381,Omaja Joshi,31
638,382,Warhi Dutta,55
1007,383,Max Nadig,44
639,383,Lajita Pillai,64
640,383,Timothy Bhardwaj,40
641,384,Aarnav Sethi,36
642,384,Oviya Patla,53
643,384,Charvi Lall,43
644,385,Vrishti Chakraborty,62
645,385,Ekapad Dhawan,29
646,386,Eshana Kunda,53
647,387,Daksh More,58
648,388,Meera Vora,56
649,388,Chatresh Jaggi,32
650,389,Zehaan Vohra,32
651,390,Yasti Muni,18
652,390,Dominic Balay,57
653,391,Matthew Dhawan,48
654,391,Lohit Biswas,20
1010,392,Turvi Dalal,50
1004,392,Harrison Mukherjee,33
1010,392,Turvi Dalal,51
655,393,Tamanna Sura,65
656,394,Pavani Nori,53
657,395,Bhanumati Bhavsar,53
658,395,Ikshita Varughese,34
659,396,Keya Iyer,52
660,397,Oni Sengupta,28
661,397,Bhavani Cheema,54
662,398,Adweta Kuruvilla,23
663,399,David Kapoor,38
664,400,Ria Prashad,29
665,401,Jagat Batra,60
666,401,Nitesh Kala,22
1002,401,Victor Dutt,18
1007,402,Max Nadig,36
667,402,Hardik Sule,48
668,403,Pushti Bal,26
669,403,Faraj Sule,33
670,404,Yug Nazareth,56
671,405,George Reddy,62
672,405,Xiti Sarraf,23
673,405,Indrajit Babu,30
674,406,Kiaan Kala,56
675,407,Zehaan Sood,34
676,407,Yatan Gopal,53
677,408,Caleb Bahri,58
678,408,Urvi Sastry,24
679,409,Manthan Kuruvilla,29
680,409,Hemani Kalla,28
1009,410,Unni Batta,42
681,411,Thomas Balay,45
682,412,Oni Chad,61
683,412,Gauri Gour,59
1006,413,Mekhala Nayar,21
684,413,Aarnav Devan,63
685,414,Dalaja Kashyap,24
686,414,Frederick Bahl,60
687,414,Yug Mangat,55
688,415,Ojas Brar,42
689,415,Andrew Chauhan,31
690,416,Joshua Khurana,47
1005,416,Darpan Chaudhari,59
691,417,Ekapad Agarwal,43
692,418,Anvi Sheth,43
693,418,Oscar Mishra,62
694,419,Yatan Sastry,25
1001,419,Farhan Memon,29
695,420,Veda Comar,62
696,421,Krisha Minhas,48
697,421,Aadi Patil,21
698,422,Sanya Bansal,49
699,423,Leena Nori,57
700,423,Umang Thaman,40
701,423,Alexander Biswas,30
702,424,Forum Subramaniam,40
703,424,Yadavi Bera,19
704,425,Abeer Bakshi,20
705,425,Jalsa Goda,38
706,425,Baljiwan Sarin,44
707,426,Lavanya Kari,51
708,427,Chandani Ramakrishnan,21
709,427,Saumya Dhingra,43
710,428,Arya Lanka,60
711,429,Onkar Kamdar,27
712,429,Hredhaan Shah,28
713,430,Ojas Majumdar,34
714,430,Jacob Ghose,55
1001,430,Farhan Memon,53
715,431,Shivani Prakash,62
716,431,Januja Banerjee,64
717,432,Hredhaan Kohli,46
1004,433,Harrison Mukherjee,19
718,433,Mitesh Srinivas,33
719,434,Anjali Jha,50
720,434,Shravya Swaminathan,64
721,435,Edhitha Gala,20
722,435,Vrinda Wali,20
723,435,Ekani Sur,36
724,436,Ubika Parikh,47
725,436,Mohammed Deshpande,44
1002,437,Victor Dutt,26
726,437,Jacob Banerjee,49
727,438,Shivansh Trivedi,55
1006,438,Mekhala Nayar,32
728,439,Darika Sama,24
729,439,Anya Dixit,33
730,440,Baljiwan Parsa,35
731,440,Darsh Nagar,27
732,441,Samarth Tata,42
733,441,Jalsa Khanna,64
734,441,Ekansh Kadakia,38
735,442,Netra Bhat,42
736,443,Bakhshi Chawla,25
1009,443,Unni Batta,55
737,444,Triya Buch,47
738,445,Nathaniel Ramakrishnan,27
739,445,Zaid Atwal,24
740,445,Abeer Dubey,28
741,446,Samarth Setty,29
1002,446,Victor Dutt,18
742,446,Hemangini Pall,59
743,447,Arin Gill,49
744,447,Mohammed Yadav,25
745,447,Ekta Modi,29
746,448,Mason Krishna,52
747,449,Falan Shanker,28
1002,450,Victor Dutt,43
748,451,Diya Mohanty,37
749,451,Leela Wable,34
750,451,Chanchal Lalla,30
751,452,Tripti Bawa,53
1003,452,Hitesh Tara,37
752,452,Watika Om,64
1008,453,Laksh Tella,39
1008,453,Laksh Tella,25
753,453,Eshana Dugar,36
754,454,Aarini Bera,25
1010,455,Turvi Dalal,27
1002,455,Victor Dutt,59
755,455,Sarthak Dayal,65
1008,456,Laksh Tella,63
756,456,Libni Jayaraman,19
757,457,Brijesh Deep,28
758,458,Krish Banik,23
759,459,Dipta Acharya,33
760,460,Nathan Ramanathan,28
761,460,Chakradev Singhal,45
762,461,Teerth Bumb,19
763,461,Riya Patla,19
764,461,Onkar Pillai,48
765,462,Max Mani,65
766,463,Shaurya Sule,20
767,464,Manya Bail,37
768,465,Chanchal Saraf,33
769,465,Banjeet Biswas,32
770,465,Meghana Barman,53
771,466,Yash Gara,28
772,466,Arin Hayre,28
773,467,Damini Vyas,63
774,467,Qasim Kumer,41
775,468,Gavin Bera,65
776,468,Priya Chaudhari,44
777,469,Timothy Bora,49
1010,469,Turvi Dalal,59
778,470,Mitali Prasad,55
779,471,Irya Apte,43
780,472,Gagan Deep,64
781,472,Christopher Mutti,41
782,473,Yutika Jayaraman,45
783,474,Baljiwan Atwal,52
784,475,Yahvi Dara,35
785,476,Ekbal Keer,32
1007,476,Max Nadig,23
786,476,Ayushman Virk,22
